,Common name / Scientific,Length,Recordist,Date,Time,Country,Location,Elev. (m),Type,Remarks,Actions,Cat.nr.,copyright,filename,download url
33,Ruddy Quail-Dove (Geotrygon montana montana),3:28,Richard E. Webster,2015-03-27,10:51,Mexico,"Canada Honda, near El Triunfo, Chiapas",1300,song,"not definitively seen making the song, but I had just disturbed about eight birds feeding on fruit on the forest floor, so high circumstantial evidence; wingbeats at 1:31
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC334762,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC334762 - Ruddy Quail-Dove - Geotrygon montana montana.mp3,/334762/download
34,Ruddy Quail-Dove (Geotrygon montana),2:36,Roney Souza,2016-02-12,10:00,Brazil,"Caratinga, Caratinga, Minas Gerais",600,song,"bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC303203,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC303203 - Ruddy Quail-Dove - Geotrygon montana.mp3,/303203/download
35,Ruddy Quail-Dove (Geotrygon montana),0:23,Peter Boesman,2014-03-14,07:00,Suriname,"Mozeskreek area, W Suriname",,song,"[also]
[sono]",ABCDE,XC272214,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC272214 - Ruddy Quail-Dove - Geotrygon montana.mp3,/272214/download
36,Ruddy Quail-Dove (Geotrygon montana montana),0:24,John V. Moore,1993-03-00,?,Ecuador,"Sucumbíos: 'La Selva Jungle Lodge', n bank Río Napo",220,song,"Moore et al. 2013: Bird Sounds of Ecuador DVD Edited
playback-used:no
  [also]
[sono]",ABCDE,XC257632,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC257632 - Ruddy Quail-Dove - Geotrygon montana montana.mp3,/257632/download
37,Ruddy Quail-Dove (Geotrygon montana),0:42,Peter Boesman,2004-07-23,09:00,Brazil,"Ubatuba - Folha Seca road, Sao Paulo",,song,"ID certainty 80%. (Archiv. tape 322 side A track 6 seq. A)
 [sono]",ABCDE,XC223462,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC223462 - Ruddy Quail-Dove - Geotrygon montana.mp3,/223462/download
38,Ruddy Quail-Dove (Geotrygon montana),0:17,Peter Boesman,2003-04-16,08:00,Mexico,"Valle Nacional road, Oaxaca",,song,"ID certainty 80%. (Archiv. tape 168 side A track 7 seq. B)
 [sono]",ABCDE,XC223461,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC223461 - Ruddy Quail-Dove - Geotrygon montana.mp3,/223461/download
39,Ruddy Quail-Dove (Geotrygon montana),0:35,Peter Boesman,2003-04-16,08:00,Mexico,"Valle Nacional road, Oaxaca",,song,"ID certainty 80%. (Archiv. tape 168 side A track 6 seq. A)
 [sono]",ABCDE,XC223460,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC223460 - Ruddy Quail-Dove - Geotrygon montana.mp3,/223460/download
40,Ruddy Quail-Dove (Geotrygon montana),0:40,Peter Boesman,2003-04-11,07:00,Mexico,"Bonampak, Chiapas",,song,"ID certainty 90%. (Archiv. tape 165 side B track 37 seq. A)
 [sono]",ABCDE,XC223459,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC223459 - Ruddy Quail-Dove - Geotrygon montana.mp3,/223459/download
41,Ruddy Quail-Dove (Geotrygon montana),0:40,Peter Boesman,2004-02-03,05:00,Brazil,"Crasto forest, Sergipe",,song,"ID certainty 100%. (Archiv. tape 305 side B track 43 seq. B)
 [sono]",ABCDE,XC223458,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC223458 - Ruddy Quail-Dove - Geotrygon montana.mp3,/223458/download
42,Ruddy Quail-Dove (Geotrygon montana),0:04,Glauco Alves Pereira,2009-03-19,05:00,Brazil,"Mata do Estado, São Vicente Férrer, Pernambuco",500,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC206350,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC206350 - Ruddy Quail-Dove - Geotrygon montana.mp3,/206350/download
43,Ruddy Quail-Dove (Geotrygon montana),0:14,João Gava Just,2014-08-08,14:30,Brazil,"Siderópolis, Santa Catarina state, Brazil",180,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC190683,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC190683 - Ruddy Quail-Dove - Geotrygon montana.mp3,/190683/download
44,Ruddy Quail-Dove (Geotrygon montana),0:25,Marcos Melo,2009-08-01,07:00,Brazil,"APA Capivari Monos, São Paulo, SP",760,song,"bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC187455,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC187455 - Ruddy Quail-Dove - Geotrygon montana.mp3,/187455/download
45,Ruddy Quail-Dove (Geotrygon montana),0:14,Fernando Igor de Godoy,2011-05-19,08:30,Brazil,"FLONA da Ipanema, Ipero",550,song,"FNJV 30315
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC186339,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC186339 - Ruddy Quail-Dove - Geotrygon montana.mp3,/186339/download
46,Ruddy Quail-Dove (Geotrygon montana),0:19,João Gava,2013-11-17,14:30,Brazil,"Nova Veneza, Santa Catarina state, Brazil",450,song,"Montane forest.
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC181432,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC181432 - Ruddy Quail-Dove - Geotrygon montana.mp3,/181432/download
47,Ruddy Quail-Dove (Geotrygon montana),0:15,Douglas Meyer,2012-12-31,09:07,Brazil,"Sitio Tomio, Salete, Santa Catarina State",460,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC176511,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC176511 - Ruddy Quail-Dove - Geotrygon montana.mp3,/176511/download
48,Ruddy Quail-Dove (Geotrygon montana),0:36,Eric DeFonso,2014-03-07,06:32,Puerto Rico,"Ceiba Country Inn, Ceiba, Saco",150,song,"Lilting coo song. Signal amplified several dB, and bandpass filtered to remove overly deafening frog noise. Habitat is humid tropical forest surrounding sparse residential area in foothills.
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC173466,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC173466 - Ruddy Quail-Dove - Geotrygon montana.mp3,/173466/download
49,Ruddy Quail-Dove (Geotrygon montana),0:01,Eric DeFonso,2014-03-07,06:27,Puerto Rico,"Ceiba Country Inn, Ceiba, Saco",150,song,"Single strophe of lilting coo song. Habitat is humid tropical forest surrounding sparse residential area in foothills.
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC173465,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC173465 - Ruddy Quail-Dove - Geotrygon montana.mp3,/173465/download
50,Ruddy Quail-Dove (Geotrygon montana),0:14,Mike Nelson,2014-01-21,09:30,Costa Rica,"Bosque del Rio Tigre Lodge, Osa Peninsula",130,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC166657,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC166657 - Ruddy Quail-Dove - Geotrygon montana.mp3,/166657/download
51,Ruddy Quail-Dove (Geotrygon montana),0:30,Alexandre Bianco,2012-12-15,11:00,Brazil,"Passo de Torres, Santa Catarina",50,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC122403,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC122403 - Ruddy Quail-Dove - Geotrygon montana.mp3,/122403/download
52,Ruddy Quail-Dove (Geotrygon montana montana),0:21,Noé Eiterer,2012-07-09,08:30,Brazil,"Viçosa, Minas Gerais",800,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC113789,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC113789 - Ruddy Quail-Dove - Geotrygon montana montana.mp3,/113789/download
53,Ruddy Quail-Dove (Geotrygon montana montana),0:18,Noé Eiterer,2012-07-09,09:00,Brazil,"Viçosa, Minas Gerais",800,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC113785,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC113785 - Ruddy Quail-Dove - Geotrygon montana montana.mp3,/113785/download
54,Ruddy Quail-Dove (Geotrygon montana),0:11,Eduardo D. Schultz,2012-09-06,14:00,Brazil,"Ilhabela, São Paulo",190,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC113194,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC113194 - Ruddy Quail-Dove - Geotrygon montana.mp3,/113194/download
55,Ruddy Quail-Dove (Geotrygon montana),1:03,Paul van Els,2012-05-23,10:00,Mexico,"Reserva de la Biosfera de Los Tuxtlas,Veracruz",500,Song,"[also]
[sono]",ABCDE,XC104711,Creative Commons Attribution-NonCommercial-NoDerivs 2.5,XC104711 - Ruddy Quail-Dove - Geotrygon montana.mp3,/104711/download
56,Ruddy Quail-Dove (Geotrygon montana),0:52,Paul van Els,2012-03-30,18:00,Puerto Rico,Bosque Estatal Maricao,800,Song,[sono],ABCDE,XC100149,Creative Commons Attribution-NonCommercial-NoDerivs 2.5,XC100149 - Ruddy Quail-Dove - Geotrygon montana.mp3,/100149/download
57,Ruddy Quail-Dove (Geotrygon montana),0:12,Oswaldo Cortes,2012-03-03,09:22,Colombia,Municipio El Calvario (Meta),2100,song,"[also]
[sono]",ABCDE,XC96233,Creative Commons Attribution-NonCommercial-NoDerivs 2.5,XC96233 - Ruddy Quail-Dove - Geotrygon montana.mp3,/96233/download
58,Ruddy Quail-Dove (Geotrygon montana montana),0:23,Jeremy Minns,2004-10-25,05:20,Brazil,"Ubatuba, SP. Fazenda Angelim",30,Song,"Lowland forest and secondary growth. 90% certain of ID.
  [also]
[sono]",ABCDE,XC85150,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC85150 - Ruddy Quail-Dove - Geotrygon montana montana.mp3,/85150/download
59,Ruddy Quail-Dove (Geotrygon montana montana),0:21,Jeremy Minns,1999-09-25,05:50,Brazil,Reserva Extrativista Alto Juruá. Lago Acuriá,225,Song,[sono],ABCDE,XC85149,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC85149 - Ruddy Quail-Dove - Geotrygon montana montana.mp3,/85149/download
60,Ruddy Quail-Dove (Geotrygon montana montana),0:52,Leonardo Ordóñez-Delgado,2010-12-28,09:00,Ecuador,"Carretera El Cisne - Ambocas, Loja",1800,song,"bird-seen:no
playback-used:no
 Recording (not its ID) has been discussed. See the forum.[sono]",ABCDE,XC81327,Creative Commons Attribution-NonCommercial-NoDerivs 2.5,XC81327 - Ruddy Quail-Dove - Geotrygon montana montana.mp3,/81327/download
61,Ruddy Quail-Dove (Geotrygon montana),0:26,Daniel Lane,2011-03-17,08:30,Suriname,Brownsberg,450,song,"Natural song from an unseen bird in understory at edge of Heliconia thicket beside road.
  [also]
[sono]",ABCDE,XC75181,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC75181 - Ruddy Quail-Dove - Geotrygon montana.mp3,/75181/download
62,Ruddy Quail-Dove (Geotrygon montana),0:13,Renan Campos de Oliveira,2010-09-17,9:51,Brazil,"Parque Estadual Mata dos Godoy, Londrina, Parana",600,call,[sono],ABCDE,XC62482,Creative Commons Attribution-NonCommercial-NoDerivs 2.5,XC62482 - Ruddy Quail-Dove - Geotrygon montana.mp3,/62482/download
63,Ruddy Quail-Dove (Geotrygon montana),0:29,Miguel Castelino,1989-10-24,?:?,Argentina,"PN Iguazu-Macuco, Misiones",?,song,"From Bird Sounds of Southern South America by Lopez-Lanus (2008)
 [sono]",ABCDE,XC60811,Creative Commons Attribution-NonCommercial-NoDerivs 2.5,XC60811 - Ruddy Quail-Dove - Geotrygon montana.mp3,/60811/download
64,Ruddy Quail-Dove (Geotrygon montana),0:10,Richard C. Hoyer,2010-04-17,07:18,Jamaica,"Mandeville, Manchester",650,song,[sono],ABCDE,XC48138,Creative Commons Attribution-NonCommercial-NoDerivs 2.5,XC48138 - Ruddy Quail-Dove - Geotrygon montana.mp3,/48138/download
65,Ruddy Quail-Dove (Geotrygon montana),0:18,Marcos Melo,2008-11-22,07:40,Brazil,"Bairro do Jaceguava, São Paulo, SP",755,song,"[also]
[sono]",ABCDE,XC32533,Creative Commons Attribution-NonCommercial-NoDerivs 2.5,XC32533 - Ruddy Quail-Dove - Geotrygon montana.mp3,/32533/download
66,Ruddy Quail-Dove (Geotrygon montana),0:58,Glauco Alves Pereira,2006-11-12,05:30,Brazil,"Parque Dois Irmãos, Recife, Pernambuco",60,Song,[sono],ABCDE,XC8205,Creative Commons Attribution-NonCommercial-NoDerivs 2.5,XC8205 - Ruddy Quail-Dove - Geotrygon montana.mp3,/8205/download
67,Ruddy Quail-Dove (Geotrygon montana),0:17,Sidnei de Melo Dantas,2005-12-29,08:00,Brazil,"Engenho Cachoeira Linda, Barreiros, Pernambuco",90,call,"Undergrowth, in a forest fragment. Not seen.
  [also]
[sono]",ABCDE,XC5154,Creative Commons Attribution-NonCommercial-NoDerivs 2.5,XC5154 - Ruddy Quail-Dove - Geotrygon montana.mp3,/5154/download
68,Ruddy Quail-Dove (Geotrygon montana),0:52,Dante Buzzetti,2008-08-29,7:31,Brazil,"Rio Cristalino,Alta Floresta,Mato Grosso",260,song,"DCB 639-12b
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC671415,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC671415 - Ruddy Quail-Dove - Geotrygon montana.mp3,/671415/download
69,Ruddy Quail-Dove (Geotrygon montana),0:29,Marcelo Lisita Junqueira,2019-11-05,06:30,Brazil,"Alto Paraíso de Goiás, Goiás",1200,"adult, male, song","Registered in a gallery forest.
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC633411,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC633411 - Ruddy Quail-Dove - Geotrygon montana.mp3,/633411/download
70,Ruddy Quail-Dove (Geotrygon montana),1:15,Diego Caiafa,2021-03-02,16:48,Argentina,"Don Enrique Lodge, El Soberbio, Guaraní, Misiones",280,"life stage uncertain, song","It is a dove, but what species? Maybe a Geotrygon montana?
bird-seen:no
playback-used:no
 Originally a mystery recording. See the forum.[sono]",ABCDE,XC626760,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC626760 - Ruddy Quail-Dove - Geotrygon montana.mp3,/626760/download
71,Ruddy Quail-Dove (Geotrygon montana),0:20,GABRIEL LEITE,2020-03-11,07:00,Brazil,"Parauapebas, Para",440,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC534651,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC534651 - Ruddy Quail-Dove - Geotrygon montana.mp3,/534651/download
72,Ruddy Quail-Dove (Geotrygon montana),0:32,GABRIEL LEITE,2020-02-29,07:00,Brazil,"Parauapebas, Para",440,"adult, call","bird-seen:no
playback-used:no
 [sono]",ABCDE,XC531183,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC531183 - Ruddy Quail-Dove - Geotrygon montana.mp3,/531183/download
73,Ruddy Quail-Dove (Geotrygon montana),0:47,Fernando Igor de Godoy,2014-11-12,06:30,Brazil,"Cujubim, Rondônia",110,song,"FCF1159 - Fonoteca Casa da Floresta.
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC482017,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC482017 - Ruddy Quail-Dove - Geotrygon montana.mp3,/482017/download
74,Ruddy Quail-Dove (Geotrygon montana),0:28,Fernando Igor de Godoy,2014-11-09,06:30,Brazil,"Cujubim, Rondônia",110,song,"FCF1158 - Fonoteca Casa da Floresta.
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC482016,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC482016 - Ruddy Quail-Dove - Geotrygon montana.mp3,/482016/download
75,Ruddy Quail-Dove (Geotrygon montana),0:48,Fernando Igor de Godoy,2013-10-18,07:00,Brazil,"Sucupira - Santa Cruz Cabrália, Bahia",80,song,"FCF01803 - Fonoteca Casa da Floresta.
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC421483,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC421483 - Ruddy Quail-Dove - Geotrygon montana.mp3,/421483/download
76,Ruddy Quail-Dove (Geotrygon montana),0:50,Fernando Igor de Godoy,2016-09-08,07:00,Brazil,"RPPN Estação Veracel, Porto Seguro, Bahia",90,song,"FCF01802 - Fonoteca Casa da Floresta.
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC421482,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC421482 - Ruddy Quail-Dove - Geotrygon montana.mp3,/421482/download
77,Ruddy Quail-Dove (Geotrygon montana),0:10,Albert Lastukhin,2017-01-19,07:30,Costa Rica,Provincia de Guanacaste,10,song,"playback-used:no
 [sono]",ABCDE,XC380889,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC380889 - Ruddy Quail-Dove - Geotrygon montana.mp3,/380889/download
78,Ruddy Quail-Dove (Geotrygon montana montana),0:14,Alfonso Auerbach,2016-07-28,06:00,Honduras,"Parque Nacional La Muralla, Olancho",900,song,"bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC329608,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC329608 - Ruddy Quail-Dove - Geotrygon montana montana.mp3,/329608/download
79,Ruddy Quail-Dove (Geotrygon montana montana),0:15,Alfonso Auerbach,2016-07-28,06:00,Honduras,"Parque Nacional La Muralla, Olancho",900,song,"bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC329607,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC329607 - Ruddy Quail-Dove - Geotrygon montana montana.mp3,/329607/download
80,Ruddy Quail-Dove (Geotrygon montana),0:24,Jeremy Minns,2001-08-28,10:53,Brazil,Serra do Mar State Park. Santa Virgínia,900,song,"montane forest - low frequencies reduced by parabolic reflector - actual sound was more like a fog horn
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC319521,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC319521 - Ruddy Quail-Dove - Geotrygon montana.mp3,/319521/download
81,Ruddy Quail-Dove (Geotrygon montana),0:30,Jeremy Minns,1998-12-05,09:00,Brazil,"Ubatuba, SP. Folha Seca",10,song,"Humid forest
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC295699,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC295699 - Ruddy Quail-Dove - Geotrygon montana.mp3,/295699/download
82,Ruddy Quail-Dove (Geotrygon montana),0:26,Peter Boesman,2014-03-14,07:00,Suriname,"Mozeskreek area, W Suriname",,song,[sono],ABCDE,XC272215,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC272215 - Ruddy Quail-Dove - Geotrygon montana.mp3,/272215/download
83,Ruddy Quail-Dove (Geotrygon montana montana),0:14,Niels Krabbe,2002-01-28,7:30,Ecuador,Morona-Santiago: e-slope Cord. de Cutucú: Uuntsuants,1000,song,"Humid forest. Reference: A: 455-460 (Geomonx4). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC238322,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC238322 - Ruddy Quail-Dove - Geotrygon montana montana.mp3,/238322/download
84,Ruddy Quail-Dove (Geotrygon montana),0:57,Peter Boesman,2004-07-23,09:15,Brazil,"Ubatuba - Folha Seca road, Sao Paulo",,song,"ID certainty 100%. (Archiv. tape 322 side A track 10 seq. A)
 [sono]",ABCDE,XC223468,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC223468 - Ruddy Quail-Dove - Geotrygon montana.mp3,/223468/download
85,Ruddy Quail-Dove (Geotrygon montana),0:37,Peter Boesman,2004-02-06,05:45,Brazil,"Boa Nova humid area, Bahia",,song,"ID certainty 100%. (Archiv. tape 308 side B track 17 seq. A)
 [sono]",ABCDE,XC223467,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC223467 - Ruddy Quail-Dove - Geotrygon montana.mp3,/223467/download
86,Ruddy Quail-Dove (Geotrygon montana),0:37,Peter Boesman,2004-02-06,05:45,Brazil,"Boa Nova humid area, Bahia",,song,"ID certainty 100%. (Archiv. tape 308 side B track 14 seq. D)
 [sono]",ABCDE,XC223466,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC223466 - Ruddy Quail-Dove - Geotrygon montana.mp3,/223466/download
87,Ruddy Quail-Dove (Geotrygon montana),0:37,Peter Boesman,2004-02-05,09:30,Brazil,"Boa Nova humid area, Bahia",,song,"ID certainty 100%. (Archiv. tape 308 side A track 13 seq. A)
 [sono]",ABCDE,XC223465,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC223465 - Ruddy Quail-Dove - Geotrygon montana.mp3,/223465/download
88,Ruddy Quail-Dove (Geotrygon montana),0:47,Peter Boesman,2005-07-26,08:00,Brazil,"Rio Cristalino Jungle Lodge, Mato Grosso",200,song,"ID certainty 100%. (Archiv. tape 375 side B track 22 seq. A)
 [sono]",ABCDE,XC223464,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC223464 - Ruddy Quail-Dove - Geotrygon montana.mp3,/223464/download
