,Common name / Scientific,Length,Recordist,Date,Time,Country,Location,Elev. (m),Type,Remarks,Actions,Cat.nr.,copyright,filename,download url,file_location
56,Common Wood Pigeon (Columba palumbus),0:25,Manceau Lionel,2021-05-30,07:00,France,"Coudray, Mayenne, Pays de la Loire",70,"adult, male, song","bird-seen:no
playback-used:no
 [sono]",ABCDE,XC653672,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC653672 - Common Wood Pigeon - Columba palumbus.mp3,/653672/download,./nips/data/XC653672 - Common Wood Pigeon - Columba palumbus.mp3
57,Common Wood Pigeon (Columba palumbus),1:10,Mats Olsson,2021-05-22,08:00,Sweden,"Karlshamn, Karlshamn Municipality, Blekinge län",10,"male, song","Två hanar ropade mot varandra. Lövskog och öppen mark intill vassen och havsviken.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC651508,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC651508 - Common Wood Pigeon - Columba palumbus.mp3,/651508/download,./nips/data/XC651508 - Common Wood Pigeon - Columba palumbus.mp3
58,Common Wood Pigeon (Columba palumbus),0:10,Bernard Collet,2021-05-20,00:00,Belgium,"Bernissart, Hainaut, Wallonie",10,"male, song","bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC650254,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC650254 - Common Wood Pigeon - Columba palumbus.mp3,/650254/download,./nips/data/XC650254 - Common Wood Pigeon - Columba palumbus.mp3
59,Common Wood Pigeon (Columba palumbus palumbus),0:09,Karol Łanocha,2021-05-14,18:35,Poland,"Gmina Kęty (near  Kęty), Powiat oświęcimski, Małopolskie",280,"adult, male, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC648829,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC648829 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/648829/download,./nips/data/XC648829 - Common Wood Pigeon - Columba palumbus palumbus.mp3
60,Common Wood Pigeon (Columba palumbus),1:45,Irish Wildlife Sounds,2021-04-13,10:00,Ireland,"Ireland (near  Buttevant), Cork, County Cork",90,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC648349,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC648349 - Common Wood Pigeon - Columba palumbus.mp3,/648349/download,./nips/data/XC648349 - Common Wood Pigeon - Columba palumbus.mp3
61,Common Wood Pigeon (Columba palumbus palumbus),0:50,Ruslan Mazuryk,2021-05-02,18:20,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",?,"adult, male, song","bird-seen:yes
  [also]
[sono]",ABCDE,XC644851,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC644851 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/644851/download,./nips/data/XC644851 - Common Wood Pigeon - Columba palumbus palumbus.mp3
62,Common Wood Pigeon (Columba palumbus palumbus),0:42,Ruslan Mazuryk,2021-04-22,14:15,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",?,"adult, female, flight sound, male","bird-seen:yes
  [also]
[sono]",ABCDE,XC644844,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC644844 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/644844/download,./nips/data/XC644844 - Common Wood Pigeon - Columba palumbus palumbus.mp3
63,Common Wood Pigeon (Columba palumbus palumbus),2:00,Ruslan Mazuryk,2021-04-22,13:35,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",?,"adult, female, male, subsong","bird-seen:yes
  [also]
[sono]",ABCDE,XC644843,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC644843 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/644843/download,./nips/data/XC644843 - Common Wood Pigeon - Columba palumbus palumbus.mp3
64,Common Wood Pigeon (Columba palumbus),0:42,Sven Kransel,2021-04-26,07:30,Germany,"Region Hannover (near  Uetze), Niedersachsen",60,song,"bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC642885,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC642885 - Common Wood Pigeon - Columba palumbus.mp3,/642885/download,./nips/data/XC642885 - Common Wood Pigeon - Columba palumbus.mp3
65,Common Wood Pigeon (Columba palumbus),2:32,Irish Wildlife Sounds,2021-04-03,14:00,Ireland,"Ireland (near  Buttevant), Cork, County Cork",90,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC637609,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC637609 - Common Wood Pigeon - Columba palumbus.mp3,/637609/download,./nips/data/XC637609 - Common Wood Pigeon - Columba palumbus.mp3
66,Common Wood Pigeon (Columba palumbus),0:27,Stanislas Wroza,2021-04-05,07:00,France,"Grande-Rivière Château, Jura, Bourgogne-Franche-Comté",1100,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC637400,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC637400 - Common Wood Pigeon - Columba palumbus.mp3,/637400/download,./nips/data/XC637400 - Common Wood Pigeon - Columba palumbus.mp3
67,Common Wood Pigeon (Columba palumbus),0:42,Stanislas Wroza,2021-04-05,07:00,France,"Grande-Rivière Château, Jura, Bourgogne-Franche-Comté",1100,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC637396,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC637396 - Common Wood Pigeon - Columba palumbus.mp3,/637396/download,./nips/data/XC637396 - Common Wood Pigeon - Columba palumbus.mp3
68,Common Wood Pigeon (Columba palumbus),1:24,Paulo Alves,2021-04-01,11:30,Portugal,"Alvega (near  Ortiga), Abrantes, Santarém",40,"adult, male, song","bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC635101,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC635101 - Common Wood Pigeon - Columba palumbus.mp3,/635101/download,./nips/data/XC635101 - Common Wood Pigeon - Columba palumbus.mp3
69,Common Wood Pigeon (Columba palumbus),0:59,Bernard BOUSQUET,2020-04-19,16:00,France,"Montardon, Pyrénées-Atlantiques, Aquitaine",200,song,"bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC632023,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC632023 - Common Wood Pigeon - Columba palumbus.mp3,/632023/download,./nips/data/XC632023 - Common Wood Pigeon - Columba palumbus.mp3
70,Common Wood Pigeon (Columba palumbus),0:15,Kristian Whittaker,2021-02-26,23:26,United Kingdom,"Great Britain (near  Skelmanthorpe), West Yorkshire, England",160,"call, male, song","Unmodified recording with Tascam DR-05x
bird-seen:no
 [sono]",ABCDE,XC631299,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC631299 - Common Wood Pigeon - Columba palumbus.mp3,/631299/download,./nips/data/XC631299 - Common Wood Pigeon - Columba palumbus.mp3
71,Common Wood Pigeon (Columba palumbus),0:17,Susanne Kuijpers,2021-03-23,07:06,Netherlands,"Berkel en Rodenrijs, Lansingerland, Zuid-Holland",0,"adult, call","bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC631222,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC631222 - Common Wood Pigeon - Columba palumbus.mp3,/631222/download,./nips/data/XC631222 - Common Wood Pigeon - Columba palumbus.mp3
72,Common Wood Pigeon (Columba palumbus palumbus),7:24,Jarek Matusiak,2021-03-18,12:00,Poland,"Gmina Stary Brus (near  Kołacze), Powiat włodawski, Lubelskie",160,"adult, flight call, male, song, wings","[also]
[sono]",ABCDE,XC631064,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC631064 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/631064/download,./nips/data/XC631064 - Common Wood Pigeon - Columba palumbus palumbus.mp3
73,Common Wood Pigeon (Columba palumbus),0:11,Sven Kransel,2021-03-17,07:38,Germany,"Region Hannover (near  Uetze), Niedersachsen",60,song,"Morning chorus at home
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC629629,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC629629 - Common Wood Pigeon - Columba palumbus.mp3,/629629/download,./nips/data/XC629629 - Common Wood Pigeon - Columba palumbus.mp3
74,Common Wood Pigeon (Columba palumbus),1:15,Calum Mckellar,2021-03-16,01:00,United Kingdom,"Great Britain (near  Hemel Hempstead), Hertfordshire, England",100,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC629531,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC629531 - Common Wood Pigeon - Columba palumbus.mp3,/629531/download,./nips/data/XC629531 - Common Wood Pigeon - Columba palumbus.mp3
75,Common Wood Pigeon (Columba palumbus),7:03,Irish Wildlife Sounds,2021-02-27,09:00,Ireland,"Ireland (near  Cobh), Cork, County Cork",30,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC626966,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC626966 - Common Wood Pigeon - Columba palumbus.mp3,/626966/download,./nips/data/XC626966 - Common Wood Pigeon - Columba palumbus.mp3
76,Common Wood Pigeon (Columba palumbus),0:57,Irish Wildlife Sounds,2021-02-27,09:00,Ireland,"Ireland (near  Cobh), Cork, County Cork",30,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC626965,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC626965 - Common Wood Pigeon - Columba palumbus.mp3,/626965/download,./nips/data/XC626965 - Common Wood Pigeon - Columba palumbus.mp3
77,Common Wood Pigeon (Columba palumbus),0:18,Irish Wildlife Sounds,2021-02-21,9:00,Ireland,"Ireland (near  Cobh), Cork, County Cork",30,song,"Passively-recorded in a private garden. 
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC623912,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC623912 - Common Wood Pigeon - Columba palumbus.mp3,/623912/download,./nips/data/XC623912 - Common Wood Pigeon - Columba palumbus.mp3
78,Common Wood Pigeon (Columba palumbus),0:15,Paulo Alves,2021-02-17,14:00,Portugal,"Alvega e Concavada (near  Concavada), Abrantes, Santarém",60,"adult, male, song","bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC622417,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC622417 - Common Wood Pigeon - Columba palumbus.mp3,/622417/download,./nips/data/XC622417 - Common Wood Pigeon - Columba palumbus.mp3
79,Common Wood Pigeon (Columba palumbus),1:29,Irish Wildlife Sounds,2021-02-07,9:00,Ireland,"Ireland (near  Cobh), Cork, County Cork",30,song,"Passively-recorded with a Dodotronic Hi-Sound Stereo Parabola + Olympus LS-12 recorder, set to record throughout the day, pointing at a bird feeding station in a privately-owned garden.
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC621415,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC621415 - Common Wood Pigeon - Columba palumbus.mp3,/621415/download,./nips/data/XC621415 - Common Wood Pigeon - Columba palumbus.mp3
80,Common Wood Pigeon (Columba palumbus),1:52,Irish Wildlife Sounds,2021-02-06,9:00,Ireland,"Ireland (near  Cobh), Cork, County Cork",30,dawn song,"Passively-recorded with a Dodotronic Hi-Sound Stereo Parabola + Olympus LS-12 recorder, set to record throughout the day, pointing at a bird feeding station in a privately-owned garden.
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC621395,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC621395 - Common Wood Pigeon - Columba palumbus.mp3,/621395/download,./nips/data/XC621395 - Common Wood Pigeon - Columba palumbus.mp3
81,Common Wood Pigeon (Columba palumbus),0:25,david m,2021-01-31,08:14,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",80,"adult, sex uncertain, wing beats","Wood pigeon wing beats ... dpa 4060s to twigs to Zoom H5 ... not edited ... background noise ...
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC619407,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC619407 - Common Wood Pigeon - Columba palumbus.mp3,/619407/download,./nips/data/XC619407 - Common Wood Pigeon - Columba palumbus.mp3
82,Common Wood Pigeon (Columba palumbus palumbus),0:27,david m,2021-01-30,08:22,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",80,"adult, sex uncertain, wing beats","Wood pigeon wing beats ... upward pointing xlr SASS to Zoom H5 ... not edited ... background noise ... windy with snow showers ...
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC619211,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC619211 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/619211/download,./nips/data/XC619211 - Common Wood Pigeon - Columba palumbus palumbus.mp3
83,Common Wood Pigeon (Columba palumbus),0:13,Karol Kustusch,2020-04-30,05:30,Poland,"Gmina Dubeninki (near  Czarnowo Średnie), gołdapski, Warmińsko-Mazurskie",190,song,"Mixed temperate forest. Autonomous recorder (AudioMoth).
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC616757,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC616757 - Common Wood Pigeon - Columba palumbus.mp3,/616757/download,./nips/data/XC616757 - Common Wood Pigeon - Columba palumbus.mp3
84,Common Wood Pigeon (Columba palumbus),0:12,Beatrix Saadi-Varchmin,2012-05-05,08:11,Germany,"Hagenheimer  Wald near  Hofstetten, Landsberg /Lech, Oberbayern, Bayern",700,song,"one strophe
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC615143,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC615143 - Common Wood Pigeon - Columba palumbus.mp3,/615143/download,./nips/data/XC615143 - Common Wood Pigeon - Columba palumbus.mp3
85,Common Wood Pigeon (Columba palumbus),0:23,brickegickel,2020-12-25,08:00,Germany,"Frankfurt am Main, Darmstadt, Hessen",110,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC610587,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC610587 - Common Wood Pigeon - Columba palumbus.mp3,/610587/download,./nips/data/XC610587 - Common Wood Pigeon - Columba palumbus.mp3
86,Common Wood Pigeon (Columba palumbus palumbus),5:29,Jarek Matusiak,2020-03-21,10:00,Poland,"Gmina Leszno (near  Leszno), Powiat warszawski zachodni, mazowieckie",90,"adult, male",[sono],ABCDE,XC607664,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC607664 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/607664/download,./nips/data/XC607664 - Common Wood Pigeon - Columba palumbus palumbus.mp3
87,Common Wood Pigeon (Columba palumbus palumbus),0:17,Ruslan Mazuryk,2020-07-05,12:00,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",?,song,"bird-seen:yes
  [also]
[sono]",ABCDE,XC603043,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC603043 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/603043/download,./nips/data/XC603043 - Common Wood Pigeon - Columba palumbus palumbus.mp3
88,Common Wood Pigeon (Columba palumbus),1:00,Simon Elliott,2005-06-12,08:00,United Kingdom,"Newcastle upon Tyne, Tyne and Wear, England",90,"adult, song","song & nest call; very close, mic placed 20cm from bird; unprocessed
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC599692,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC599692 - Common Wood Pigeon - Columba palumbus.mp3,/599692/download,./nips/data/XC599692 - Common Wood Pigeon - Columba palumbus.mp3
89,Common Wood Pigeon (Columba palumbus),1:05,Simon Elliott,2005-06-12,08:00,United Kingdom,"Newcastle upon Tyne, Tyne and Wear, England",90,"adult, call","nest call; very close, mic placed 20cm from bird; unprocessed
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC599691,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC599691 - Common Wood Pigeon - Columba palumbus.mp3,/599691/download,./nips/data/XC599691 - Common Wood Pigeon - Columba palumbus.mp3
90,Common Wood Pigeon (Columba palumbus),0:34,Tristan Guillebot de Nerville,2020-05-08,19:07,France,"Favières, Somme, Hauts-de-France",0,"adult, male, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC596505,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC596505 - Common Wood Pigeon - Columba palumbus.mp3,/596505/download,./nips/data/XC596505 - Common Wood Pigeon - Columba palumbus.mp3
91,Common Wood Pigeon (Columba palumbus),3:08,Romuald Mikusek,2020-05-10,6:30,Poland,"Bieszczady Mts., Gmina Cisna, leski, Podkarpackie Voivodeship",650,song,"automatic record - SM4; 2 males, 0:32 wingbeats
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC595406,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC595406 - Common Wood Pigeon - Columba palumbus.mp3,/595406/download,./nips/data/XC595406 - Common Wood Pigeon - Columba palumbus.mp3
92,Common Wood Pigeon (Columba palumbus),0:36,Romuald Mikusek,2020-05-07,6:45,Poland,"Bieszczady Mts., Gmina Cisna, leski, Podkarpackie Voivodeship",650,song,"2 males, automatic record - SM4
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC595388,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC595388 - Common Wood Pigeon - Columba palumbus.mp3,/595388/download,./nips/data/XC595388 - Common Wood Pigeon - Columba palumbus.mp3
93,Common Wood Pigeon (Columba palumbus palumbus),0:28,Jarek Matusiak,2020-03-21,12:00,Poland,Poland,110,"adult, alarm call, flight call, wings","Alarm wing beats while the attack of Goshawk
 [sono]",ABCDE,XC590935,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC590935 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/590935/download,./nips/data/XC590935 - Common Wood Pigeon - Columba palumbus palumbus.mp3
94,Common Wood Pigeon (Columba palumbus palumbus),0:05,Jarek Matusiak,2020-03-21,08:30,Poland,Poland,110,"adult, flight call, male, song, wings","Dysplaing bird - display wing beats
 [sono]",ABCDE,XC590895,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC590895 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/590895/download,./nips/data/XC590895 - Common Wood Pigeon - Columba palumbus palumbus.mp3
95,Common Wood Pigeon (Columba palumbus palumbus),0:06,Jarek Matusiak,2020-09-20,18:30,Poland,Poland,110,"alarm call, flight call, life stage uncertain, sex uncertain, wings",[sono],ABCDE,XC590890,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC590890 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/590890/download,./nips/data/XC590890 - Common Wood Pigeon - Columba palumbus palumbus.mp3
96,Common Wood Pigeon (Columba palumbus palumbus),0:06,Jarek Matusiak,2020-09-20,18:30,Poland,Poland,110,"alarm call, flight call, life stage uncertain, sex uncertain, wings",[sono],ABCDE,XC590885,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC590885 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/590885/download,./nips/data/XC590885 - Common Wood Pigeon - Columba palumbus palumbus.mp3
97,Common Wood Pigeon (Columba palumbus palumbus),0:10,Jarek Matusiak,2020-09-20,18:30,Poland,Poland,110,"life stage uncertain, male, subsong","Probably some kind of autumn subsong young bird on night roosting place
 [sono]",ABCDE,XC590880,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC590880 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/590880/download,./nips/data/XC590880 - Common Wood Pigeon - Columba palumbus palumbus.mp3
